student_number,student_id,rdm_condition,condition_assignment,initial_school_id,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,LevelTested,ScaleScore,PerformanceLevel,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,userID,xref,o_total_multimedia_tasks,o_total_multiple_choice_tasks,o_total_goal_state_tasks,o_total_canvas_tasks,o_total_line_it_up_tasks,o_total_hot_spot_tasks,o_game_best_step,o_completed_best_step,o_worlds_attempted,o_worlds_cleared,o_worlds_completed,o_avg_time_session,o_avg_problem_session,o_avg_completion_session,o_seen,o_tried,o_num_visit,o_total_autogradable,o_distinct_completed,o_percentage_completed,o_total_completed,o_total_finished,o_total_correct,o_first_completed,o_percent_first_completed,o_total_goback,o_avg_gobacks,o_percent_gobacks,o_distinct_reset,o_total_reset,o_avg_resets,o_percentage_reset,o_num_attempts,o_avg_attempts,o_percent_attempts_completed,o_use_hint,o_percentage_hint,o_clover_highest,o_avg_clover_highest,o_clover_first,o_avg_clover_first,o_clover_last,o_avg_clover_last,o_time_interaction,o_time_interaction_in_min,o_avg_time_problem_in_min,o_avg_time_per_step,o_time_first,o_avg_time_first,o_avg_time_interaction_first,o_avg_time_interaction_first_percent,o_time_last,o_avg_time_last,o_avg_time_interaction_last,o_avg_time_interaction_last_percent,o_interaction_step_first,o_percent_interaction_step_first,o_interaction_step_last,o_percent_interaction_step_last,o_user_total_step,o_user_step_first,o_avg_first_efficiency,o_avg_first_more_step,o_user_last_step,o_avg_last_efficiency,o_avg_last_more_step,o_error,o_percent_error,o_total_error,o_avg_total_error,o_first_error,o_avg_first_error,o_last_error,o_avg_last_error,o_keypad_error,o_first_keypad_error,o_last_keypad_error,o_shaking_error,o_first_shaking_error,o_last_shaking_error,o_snapping_error,o_first_snapping_error,o_last_snapping_error
114945,F7S0403-202,FH2T-Resource,FH2T,S04,F7T0403,F7T0403-2,17,S04,F7T0403,F7T0403-2,17,Mathematics,INPERSON,1,6,N,0,1,Grade 5,446,Beginning Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,10,169,5,1,CHATTAHOOCHEE,,,179,1,0.94,0.03,94.41,1,7.44,170.56,6.65,1,LMMS,,,178,1,0.96,0.04,95.82,2407,47da59c0-cf6b-0138-7b82-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,130,5.00,3.00,1.00,1313759.3,11.4,11.4,61.00,61.00,70.00,252.00,57.00,0.23,57.00,57.00,57.00,43.00,0.75,0.00,N/A,0,17.00,54.00,0.89,0.28,124.00,2.03,0.46,29.00,0.48,148.00,2.43,117.00,1.92,148.00,2.43,6568798.50,109.48,1.79,24694.73,2570388.00,42137.51,17598.92,0.49,1844912.00,32366.88,11117.04,0.41,48.00,0.79,48.00,0.84,266.00,0.00,0.91,0.4,164.00,0.87,0.6,23.00,0.38,201.00,3.3,101.00,1.66,49.00,0.86,111.00,56.00,17.00,59.00,31.00,20.00,31.00,14.00,12.00
120115,F7S1004-304,FH2T,FH2T,S10,F7T1004,F7T1004-2,14,S10,F7T1004,F7T1004-2,14,Mathematics,INPERSON,1,6,N,0,1,Grade 5,555,Proficient Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,5.7,173.3,3.8,1,KELLY MILL,,,179,1,0.97,0.02,96.82,1,3.31,174.69,0.68,1,VCMS,,,178,1,0.98,0,98.14,1961,a56e06b1-cf6c-0138-8670-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,112,4.00,3.00,0.00,1538419,52,52,55.00,52.00,55.00,252.00,52.00,0.21,52.00,52.00,52.00,38.00,0.73,0.00,N/A,0,14.00,23.00,0.42,0.25,76.00,1.38,0.68,2.00,0.04,151.00,2.75,113.00,2.05,151.00,2.75,1538419.00,25.64,0.47,9615.12,1189574.00,22876.42,8791.17,0.49,1050338.00,20198.81,6365.65,0.37,38.00,0.73,40.00,0.77,160.00,0.00,0.99,0.03,118.00,0.97,0.12,19.00,0.35,57.00,1.04,48.00,0.87,35.00,0.67,15.00,13.00,12.00,23.00,22.00,14.00,19.00,13.00,9.00
118410,F7S1004-118,FH2T,FH2T,S10,F7T1004,F7T1004-2,14,S10,F7T1004,F7T1004-2,14,Mathematics,INPERSON,1,6,N,1,0,Grade 5,585,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,8.55,170.45,5.7,1,KELLY MILL,,,179,1,0.95,0.03,95.22,1,8.69,169.31,5.72,1,VCMS,,,178,1,0.95,0.03,95.12,1967,9d3e2ca0-cf6c-0138-8631-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,45,2.00,1.00,0.00,694208,26,26,22.00,21.00,27.00,252.00,21.00,0.08,26.00,21.00,21.00,16.00,0.76,5.00,N/A,0.24,6.00,17.00,0.77,0.27,44.00,2,0.59,1.00,0.05,62.00,2.82,45.00,2.05,62.00,2.82,694208.00,11.57,0.53,6873.35,340622.00,16220.1,8188.05,0.5,259947.00,12378.43,5087.9,0.36,18.00,0.86,18.00,0.86,101.00,0.00,0.94,0.19,46.00,0.98,0.05,6.00,0.27,22.00,1,12.00,0.55,12.00,0.57,2.00,0.00,0.00,9.00,8.00,8.00,11.00,4.00,4.00
118243,F7S1004-108,FH2T,FH2T,S10,F7T1004,F7T1004-2,14,S10,F7T1004,F7T1004-2,14,Mathematics,INPERSON,1,6,N,0,1,Grade 5,648,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3.8,175.2,1.9,1,KELLY MILL,,,179,1,0.98,0.01,97.88,1,6.87,171.13,1.86,1,VCMS,,,178,1,0.96,0.01,96.14,1958,9aebc900-cf6c-0138-861e-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,73,2.00,2.00,1.00,1453952,32,32,33.00,33.00,33.00,252.00,32.00,0.13,32.00,32.00,32.00,28.00,0.88,0.00,N/A,0,4.00,5.00,0.15,0.12,39.00,1.18,0.82,1.00,0.03,88.00,2.67,79.00,2.39,88.00,2.67,1453952.00,24.23,0.73,15467.57,1347766.00,40841.39,13317.82,0.54,907754.00,28367.31,11387.91,0.5,33.00,1,32.00,1,94.00,0.00,0.94,0.18,81.00,0.93,0.25,7.00,0.21,57.00,1.73,56.00,1.7,57.00,1.78,51.00,51.00,51.00,3.00,2.00,3.00,3.00,3.00,3.00
121150,F7S1004-316,FH2T,FH2T,S10,F7T1004,F7T1004-2,14,S10,F7T1004,F7T1004-2,14,Mathematics,INPERSON,1,6,N,1,0,Grade 5,542,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,1,1,VICKERY CREEK ELEM,,,179,1,0.99,0.01,98.88,1,1.3,176.7,1.08,1,VCMS,,,178,1,0.99,0.01,99.27,1959,a824d400-cf6c-0138-8686-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,96,3.00,2.00,1.00,1583672,40,40,41.00,41.00,41.00,252.00,40.00,0.16,40.00,40.00,40.00,30.00,0.75,0.00,N/A,0,11.00,23.00,0.56,0.27,66.00,1.61,0.61,2.00,0.05,107.00,2.61,81.00,1.98,107.00,2.61,1583672.00,26.39,0.64,10921.88,1272347.00,31032.85,13721.78,0.48,953128.00,23828.2,7519.43,0.35,30.00,0.73,28.00,0.7,145.00,0.00,0.89,0.47,114.00,0.89,0.45,23.00,0.56,75.00,1.83,61.00,1.49,45.00,1.13,10.00,10.00,7.00,32.00,23.00,13.00,33.00,28.00,25.00
124383,F7S1004-410,FH2T,FH2T,S10,F7T1004,F7T1004-2,14,S10,F7T1004,F7T1004-2,14,Mathematics,INPERSON,1,7,N,0,1,Grade 5,585,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2.85,176.15,0.95,1,KELLY MILL,,,179,1,0.98,0.01,98.41,1,1.87,176.13,1.79,1,VCMS,,,178,1,0.99,0.01,98.95,1962,abd68291-cf6c-0138-86a4-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,33,1.00,1.00,0.00,1180378,23,23,14.00,14.00,23.00,252.00,14.00,0.06,23.00,14.00,14.00,13.00,0.93,4.00,N/A,0.29,3.00,12.00,0.86,0.21,36.00,2.57,0.64,1.00,0.07,41.00,2.93,35.00,2.5,41.00,2.93,1180378.00,19.67,1.41,13413.39,460354.00,32882.43,16974.14,0.49,403844.00,28846,15962.36,0.48,10.00,0.71,10.00,0.71,88.00,0.00,0.89,0.54,34.00,0.98,0.07,7.00,0.50,23.00,1.64,10.00,0.71,9.00,0.64,1.00,1.00,0.00,8.00,4.00,4.00,14.00,5.00,5.00
118561,F7S1004-122,FH2T,FH2T,S10,F7T1004,F7T1004-2,14,S10,F7T1004,F7T1004-2,14,Mathematics,INPERSON,1,6,N,0,1,Grade 5,572,Proficient Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,1.9,177.1,0,1,KELLY MILL,,,179,1,0.99,0,98.94,1,0.37,177.63,0,1,VCMS,,,178,1,1,0,99.79,1969,9e2cb160-cf6c-0138-8639-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,73,2.00,2.00,1.00,1302792,39,39,33.00,32.00,40.00,252.00,32.00,0.13,39.00,32.00,32.00,28.00,0.88,6.00,N/A,0.19,7.00,21.00,0.64,0.21,61.00,1.85,0.64,0.00,0.00,93.00,2.82,78.00,2.36,93.00,2.82,1302792.00,21.71,0.66,10021.48,813339.00,25416.84,8696.44,0.41,673166.00,21036.44,6717.41,0.34,12.00,0.38,14.00,0.44,130.00,0.00,0.94,0.21,76.00,0.97,0.09,21.00,0.64,54.00,1.64,33.00,1,38.00,1.19,9.00,5.00,8.00,20.00,13.00,14.00,25.00,15.00,16.00
124220,F7S1004-409,FH2T,FH2T,S10,F7T1004,F7T1004-2,14,S10,F7T1004,F7T1004-2,14,Mathematics,INPERSON,1,3,N,0,1,Grade 5,578,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,0,1,VICKERY CREEK ELEM,,,179,1,0.99,0,98.88,1,0,178,0,1,VCMS,,,178,1,1,0,100,1963,ab9c5e30-cf6c-0138-86a3-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,73,2.00,2.00,1.00,1422129,45,45,32.00,32.00,45.00,252.00,32.00,0.13,45.00,32.00,32.00,31.00,0.97,9.00,N/A,0.28,3.00,3.00,0.09,0.09,49.00,1.53,0.92,1.00,0.03,92.00,2.88,81.00,2.53,91.00,2.84,1422129.00,23.70,0.74,10939.45,1033946.00,32310.81,11597.56,0.52,756349.00,23635.91,9637.97,0.51,23.00,0.72,25.00,0.78,130.00,0.00,0.86,0.52,81.00,0.95,0.25,16.00,0.50,41.00,1.28,38.00,1.19,31.00,0.97,19.00,19.00,17.00,12.00,10.00,7.00,10.00,9.00,7.00
119674,F7S1004-214,FH2T,FH2T,S10,F7T1004,F7T1004-3,15,S10,F7T1004,F7T1004-3,15,Mathematics,INPERSON,1,6,N,0,1,Grade 5,551,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,14,165,6,1,VICKERY CREEK ELEM,,,179,1,0.92,0.03,92.18,1,6.46,171.54,3.13,1,VCMS,,,178,1,0.96,0.02,96.37,2054,a21e9ee0-cf6c-0138-8659-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,19,1.00,0.00,0.00,1037617,9,9,10.00,10.00,13.00,252.00,9.00,0.04,9.00,9.00,9.00,7.00,0.78,0.00,N/A,0,3.00,5.00,0.5,0.30,18.00,1.8,0.5,1.00,0.10,24.00,2.4,19.00,1.9,24.00,2.4,1037617.00,17.29,1.73,18865.76,255331.50,25533.15,12170.8,0.53,204167.00,22685.22,9492.89,0.48,7.00,0.7,7.00,0.78,55.00,0.00,0.88,0.43,23.00,0.88,0.44,4.00,0.40,46.00,4.6,21.00,2.1,3.00,0.33,18.00,10.00,0.00,14.00,8.00,2.00,14.00,3.00,1.00
119824,F7S1004-301,FH2T,FH2T,S10,F7T1004,F7T1004-3,15,S10,F7T1004,F7T1004-3,15,Mathematics,INPERSON,1,6,N,0,1,Grade 5,579,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4.75,174.25,2.85,1,KELLY MILL,,,179,1,0.97,0.02,97.35,1,4.13,173.87,0.9,1,VCMS,,,178,1,0.98,0.01,97.68,2055,a4a38591-cf6c-0138-866b-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,43,2.00,1.00,0.00,854866,20,20,21.00,21.00,21.00,252.00,20.00,0.08,20.00,20.00,20.00,18.00,0.9,0.00,N/A,0,3.00,3.00,0.14,0.14,25.00,1.19,0.8,0.00,0.00,50.00,2.38,45.00,2.14,50.00,2.38,854866.00,14.25,0.68,12212.37,818834.00,38992.1,12008.19,0.43,694729.00,34736.45,10951.5,0.41,13.00,0.62,12.00,0.6,70.00,0.00,0.8,0.78,59.00,0.78,0.8,11.00,0.52,57.00,2.71,57.00,2.71,48.00,2.4,33.00,33.00,31.00,11.00,11.00,7.00,13.00,13.00,10.00
118282,F7S1004-113,FH2T,FH2T,S10,F7T1004,F7T1004-3,15,S10,F7T1004,F7T1004-3,15,Mathematics,INPERSON,1,6,N,1,0,Grade 5,686,Distinguished Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,5,174,4,1,VICKERY CREEK ELEM,,,179,1,0.97,0.02,97.21,1,2.82,175.18,2.05,1,VCMS,,,178,1,0.98,0.01,98.42,2053,9c1b9e30-cf6c-0138-8627-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,111,4.00,3.00,0.00,1227411,51,51,52.00,51.00,53.00,252.00,51.00,0.20,51.00,51.00,51.00,40.00,0.78,0.00,N/A,0,11.00,16.00,0.31,0.21,71.00,1.37,0.72,1.00,0.02,138.00,2.65,110.00,2.12,138.00,2.65,1227411.00,20.46,0.39,7530.13,982034.00,19255.57,7330.78,0.5,876954.00,17195.18,5691.16,0.42,35.00,0.69,35.00,0.69,163.00,0.00,0.91,0.33,129.00,0.89,0.35,27.00,0.52,99.00,1.9,81.00,1.56,75.00,1.47,1.00,1.00,1.00,56.00,52.00,50.00,42.00,28.00,24.00
120399,F7S1004-308,FH2T,FH2T,S10,F7T1004,F7T1004-3,15,S10,F7T1004,F7T1004-3,15,Mathematics,INPERSON,1,6,N,0,1,Grade 5,607,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,1,1,VICKERY CREEK ELEM,,,179,1,0.98,0.01,97.77,1,0.63,177.37,0,1,VCMS,,,178,1,1,0,99.65,2052,a6525200-cf6c-0138-8678-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,107,4.00,3.00,0.00,1573652,52,52,50.00,48.00,54.00,252.00,48.00,0.19,52.00,48.00,48.00,35.00,0.73,4.00,N/A,0.08,13.00,21.00,0.42,0.26,75.00,1.5,0.69,0.00,0.00,134.00,2.68,97.00,1.94,134.00,2.68,1573652.00,26.23,0.52,8326.2,1003838.00,20913.29,6319.58,0.38,851947.00,17748.9,5440.69,0.35,33.00,0.69,32.00,0.67,189.00,0.00,0.94,0.23,118.00,0.94,0.23,27.00,0.54,129.00,2.58,87.00,1.74,46.00,0.96,41.00,31.00,10.00,47.00,31.00,16.00,41.00,25.00,20.00
105178,F7S0903-102,FH2T,FH2T,S09,F7T0903,F7T0903-1,21,S09,F7T0903,F7T0903-1,21,Mathematics,INPERSON,1,6,N,0,1,Grade 5,556,Proficient Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,13,156,4,1,BROOKWOOD,,,169,0.94,0.87,0.02,92.31,,,,,,,,,,,,,,2156,53b1d860-cf6c-0138-83dd-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,309,8.00,7.00,1.00,1330912.18,28,12.44,113.00,113.00,125.00,252.00,112.00,0.44,112.00,112.00,112.00,87.00,0.78,0.00,N/A,0,25.00,58.00,0.51,0.22,190.00,1.68,0.59,19.00,0.17,298.00,2.64,234.00,2.07,298.00,2.64,11346193.10,189.10,1.67,15802.5,3634028.00,32159.54,11240.65,0.49,2495255.00,22279.06,8594.68,0.44,88.00,0.78,92.00,0.82,718.00,0.00,0.91,0.61,381.00,0.9,0.64,49.00,0.43,360.00,3.19,145.00,1.28,91.00,0.81,14.00,5.00,2.00,272.00,108.00,60.00,74.00,32.00,29.00
133281,F7S0903-307,FH2T,FH2T,S09,F7T0903,F7T0903-1,21,S09,F7T0903,F7T0903-1,21,Mathematics,INPERSON,1,3,N,1,0,Grade 5,621,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,178,0,1,BIG CREEK,,,179,1,0.99,0,99.44,1,1.38,176.62,1.15,1,SFMS,,,178,1,0.99,0.01,99.22,2127,5ebbc010-cf6c-0138-8435-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,245,7.00,6.00,3.00,1211033.94,15.22,15.22,102.00,102.00,169.00,252.00,99.00,0.39,137.00,99.00,99.00,79.00,0.8,27.00,N/A,0.27,31.00,69.00,0.68,0.30,247.00,2.42,0.55,26.00,0.25,287.00,2.81,224.00,2.2,286.00,2.8,11789367.50,196.49,1.93,18772.88,3498728.50,34301.26,16787.52,0.55,2691887.00,27190.78,11986.44,0.49,81.00,0.79,80.00,0.81,628.00,0.00,0.95,0.19,261.00,0.97,0.16,44.00,0.43,268.00,2.63,98.00,0.96,59.00,0.6,70.00,27.00,6.00,130.00,45.00,29.00,68.00,26.00,24.00
164421,F7S0903-319,FH2T,FH2T,S09,F7T0903,F7T0903-1,21,S09,F7T0903,F7T0903-1,21,Mathematics,INPERSON,1,6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.38,171.62,4.89,1,PGMS,,,178,1,0.96,0.03,96.42,2132,617a7ce0-cf6c-0138-844c-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,292,8.00,7.00,2.00,1073560.5,20,13.33,113.00,112.00,138.00,252.00,111.00,0.44,120.00,111.00,111.00,83.00,0.75,9.00,N/A,0.08,30.00,66.00,0.58,0.27,211.00,1.87,0.57,3.00,0.03,309.00,2.73,232.00,2.05,309.00,2.73,9662048.00,161.03,1.43,19479.94,5121581.00,45728.4,23631.58,0.48,2754394.00,24814.36,8225.95,0.38,79.00,0.71,82.00,0.74,496.00,0.00,0.94,0.23,332.00,0.95,0.36,55.00,0.49,323.00,2.86,111.00,0.98,101.00,0.91,118.00,21.00,21.00,41.00,29.00,16.00,164.00,61.00,64.00
154607,F7S0903-315,FH2T,FH2T,S09,F7T0903,F7T0903-1,21,S09,F7T0903,F7T0903-1,21,Mathematics,INPERSON,1,6,N,0,1,Grade 5,591,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,2,1,DAVES CREEK,,,179,1,0.99,0.01,98.88,1,2.29,175.71,1.75,1,SFMS,,,178,1,0.99,0.01,98.71,2128,608fc8c0-cf6c-0138-8444-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,335,7.00,7.00,6.00,1227987.25,21.88,21.88,123.00,123.00,193.00,252.00,123.00,0.49,175.00,123.00,123.00,88.00,0.72,28.00,N/A,0.23,43.00,131.00,1.07,0.35,337.00,2.74,0.52,7.00,0.06,366.00,2.98,247.00,2.01,366.00,2.98,9823901.00,163.73,1.33,10169.67,2416630.00,19647.4,9428.06,0.54,2271832.00,18470.18,8225.96,0.41,101.00,0.82,103.00,0.84,966.00,0.00,0.94,0.27,344.00,0.99,0.07,52.00,0.42,355.00,2.89,118.00,0.96,82.00,0.67,27.00,17.00,17.00,232.00,72.00,37.00,94.00,29.00,27.00
119387,F7S0903-211,FH2T,FH2T,S09,F7T0903,F7T0903-1,21,S09,F7T0903,F7T0903-1,21,Mathematics,INPERSON,1,6,N,0,1,Grade 5,648,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,13,166,4,1,DAVES CREEK,,,179,1,0.93,0.02,92.74,1,0.8,177.2,0.34,1,SFMS,,,178,1,1,0,99.55,2133,5a210b20-cf6c-0138-8410-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,287,7.00,6.00,6.00,1358050.21,18.33,15.71,111.00,111.00,131.00,252.00,110.00,0.44,110.00,110.00,110.00,80.00,0.73,0.00,N/A,0,29.00,53.00,0.48,0.26,187.00,1.68,0.59,1.00,0.01,294.00,2.65,218.00,1.96,294.00,2.65,7665674.50,127.76,1.15,15486.21,3431710.50,30916.31,14357.5,0.47,2673601.00,24305.46,9195.29,0.39,84.00,0.76,84.00,0.76,495.00,0.00,0.91,0.41,339.00,0.89,0.47,45.00,0.41,276.00,2.49,157.00,1.41,108.00,0.98,116.00,67.00,26.00,100.00,53.00,54.00,57.00,36.00,28.00
133587,F7S0903-308,FH2T,FH2T,S09,F7T0903,F7T0903-1,21,S09,F7T0903,F7T0903-1,21,Mathematics,INPERSON,1,6,N,0,1,Grade 5,600,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,2,177,2,1,SHARON,,,179,1,0.99,0.01,98.88,1,0.11,177.89,0.11,1,SFMS,,,178,1,1,0,99.94,2129,5ef8caa0-cf6c-0138-8437-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,235,7.00,6.00,2.00,1453859.33,23.2,19.33,97.00,95.00,128.00,252.00,94.00,0.37,116.00,94.00,94.00,76.00,0.81,18.00,N/A,0.19,23.00,51.00,0.53,0.24,180.00,1.86,0.64,3.00,0.03,281.00,2.9,213.00,2.2,281.00,2.9,8123159.00,135.39,1.4,14226.2,3527841.50,37135.17,16818.89,0.55,2589400.00,27546.81,12557.2,0.45,79.00,0.83,77.00,0.82,571.00,0.00,0.94,0.21,236.00,1,0.01,35.00,0.36,201.00,2.07,67.00,0.69,40.00,0.43,35.00,16.00,12.00,82.00,24.00,8.00,84.00,27.00,20.00
135364,F7S0903-309,FH2T,FH2T,S09,F7T0903,F7T0903-1,21,S09,F7T0903,F7T0903-1,21,Mathematics,INPERSON,1,6,N,0,1,Grade 5,648,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,11,168,3,1,SHARON,,,179,1,0.94,0.02,93.85,1,8.54,169.46,0,1,SFMS,,,178,1,0.95,0,95.2,2130,5f307de0-cf6c-0138-8439-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,643,14.00,13.00,2.00,1251713.61,27,24,198.00,193.00,251.00,252.00,192.00,0.76,216.00,192.00,192.00,144.00,0.75,23.00,N/A,0.12,48.00,118.00,0.6,0.24,391.00,1.97,0.55,34.00,0.17,500.00,2.53,395.00,1.99,499.00,2.52,10965425.00,182.76,0.92,8213.8,4880331.50,25286.69,9175.38,0.42,4593195.00,23922.89,6731.73,0.35,143.00,0.74,145.00,0.76,1335.00,0.00,0.93,0.39,783.00,0.9,0.73,96.00,0.48,509.00,2.57,191.00,0.96,156.00,0.81,43.00,25.00,9.00,265.00,73.00,70.00,201.00,93.00,77.00
125776,F7S0903-303,FH2T,FH2T,S09,F7T0903,F7T0903-2,22,S09,F7T0903,F7T0903-3,23,Mathematics,INPERSON,1,6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.07,172.93,0.82,1,SFMS,,,178,1,0.97,0,97.15,2432,5dd74da0-cf6c-0138-842e-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,232,7.00,5.00,2.00,1437179.44,28.14,24.63,93.00,93.00,228.00,252.00,89.00,0.35,197.00,89.00,89.00,61.00,0.69,71.00,N/A,0.8,43.00,160.00,1.72,0.46,405.00,4.35,0.49,40.00,0.43,250.00,2.69,163.00,1.75,248.00,2.67,11497439.50,191.62,2.06,7436.89,2519565.00,27092.1,7131.8,0.39,1684782.00,18930.13,4436.57,0.36,62.00,0.67,72.00,0.81,1546.00,0.00,0.9,0.59,267.00,0.93,0.39,70.00,0.75,818.00,8.8,200.00,2.15,80.00,0.9,111.00,50.00,17.00,452.00,115.00,40.00,248.00,32.00,22.00
124228,F7S0903-223,FH2T,FH2T,S09,F7T0903,F7T0903-2,22,S09,F7T0903,F7T0903-2,22,Mathematics,INPERSON,1,,,1,0,Grade 5,531,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,10,169,4,1,DAVES CREEK,,,179,1,0.94,0.02,94.41,1,7.75,170.25,4.92,1,SFMS,,,178,1,0.96,0.03,95.65,2431,5cdf2bb0-cf6c-0138-8427-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,141,5.00,3.00,0.00,1636750.75,14.5,14.5,62.00,61.00,66.00,252.00,58.00,0.23,58.00,58.00,58.00,36.00,0.62,0.00,N/A,0,21.00,33.00,0.53,0.34,101.00,1.63,0.57,6.00,0.10,165.00,2.66,104.00,1.68,165.00,2.66,6547004.50,109.12,1.76,28342.01,4189357.00,68677.98,25170.75,0.54,1956233.00,33728.16,15639.31,0.42,46.00,0.75,47.00,0.81,231.00,0.00,0.96,0.11,151.00,0.94,0.17,23.00,0.37,128.00,2.06,88.00,1.42,31.00,0.53,22.00,19.00,5.00,42.00,30.00,9.00,63.00,38.00,17.00
156397,F7S0903-316,FH2T,FH2T,S09,F7T0903,F7T0903-2,22,S09,F7T0903,F7T0903-2,22,Mathematics,INPERSON,1,6,N,0,1,Grade 5,578,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,16,163,5,1,BROOKWOOD,,,179,1,0.91,0.03,91.06,1,10.24,167.76,0.23,1,SFMS,,,178,1,0.94,0,94.25,2435,60cd2170-cf6c-0138-8446-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,305,7.00,6.00,1.00,1420339.94,12,12,95.00,95.00,118.00,252.00,94.00,0.37,96.00,94.00,94.00,61.00,0.65,2.00,N/A,0.02,34.00,116.00,1.22,0.36,239.00,2.52,0.4,12.00,0.13,246.00,2.59,172.00,1.81,246.00,2.59,10603515.00,176.73,1.86,10426.27,2709463.00,28520.66,8865.11,0.46,2518751.00,26795.22,7212.33,0.36,72.00,0.76,74.00,0.79,1017.00,0.00,0.96,0.28,359.00,0.92,0.57,47.00,0.49,380.00,4,130.00,1.37,103.00,1.1,60.00,39.00,30.00,188.00,58.00,45.00,131.00,33.00,28.00
